race,precinct,precinct_num,registered_voters,ballots_cast,candidate,votes,endorsed,vote_share,multi_candidate_race
9th Congressional District,Northfield 27,27.0,1495,212,Justin Ford,2,FALSE,0.0094,FALSE
9th Congressional District,Northfield 30,30.0,1082,315,Justin Ford,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 31,31.0,1413,276,Justin Ford,3,FALSE,0.0109,FALSE
9th Congressional District,Northfield 33,33.0,1078,54,Justin Ford,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 35,35.0,1188,230,Justin Ford,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 37,37.0,1254,385,Justin Ford,2,FALSE,0.0052,FALSE
9th Congressional District,Northfield 38,38.0,903,205,Justin Ford,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 39,39.0,702,124,Justin Ford,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 41,41.0,909,261,Justin Ford,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 42,42.0,1151,216,Justin Ford,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 43,43.0,1183,5,Justin Ford,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 44,44.0,811,205,Justin Ford,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 45,45.0,837,182,Justin Ford,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 48,48.0,1015,215,Justin Ford,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 49,49.0,1157,157,Justin Ford,1,FALSE,0.0064,FALSE
9th Congressional District,Northfield 51,51.0,3043,648,Justin Ford,2,FALSE,0.0031,FALSE
9th Congressional District,Northfield 52,52.0,904,285,Justin Ford,1,FALSE,0.0035,FALSE
9th Congressional District,Northfield 53,53.0,1073,275,Justin Ford,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 56,56.0,1466,319,Justin Ford,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 57,57.0,820,176,Justin Ford,1,FALSE,0.0057,FALSE
9th Congressional District,Northfield Township Results,,41222,8691,Justin Ford,25,FALSE,0.0029,FALSE
9th Congressional District,Northfield 4,4.0,1156,226,Mike Simmons,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 5,5.0,865,154,Mike Simmons,4,FALSE,0.026,FALSE
9th Congressional District,Northfield 6,6.0,1160,261,Mike Simmons,3,FALSE,0.0115,FALSE
9th Congressional District,Northfield 7,7.0,1578,389,Mike Simmons,7,FALSE,0.018,FALSE
9th Congressional District,Northfield 8,8.0,1540,233,Mike Simmons,3,FALSE,0.0129,FALSE
9th Congressional District,Northfield 9,9.0,790,217,Mike Simmons,1,FALSE,0.0046,FALSE
9th Congressional District,Northfield 10,10.0,1036,201,Mike Simmons,4,FALSE,0.0199,FALSE
9th Congressional District,Northfield 12,12.0,1705,448,Mike Simmons,3,FALSE,0.0067,FALSE
9th Congressional District,Northfield 13,13.0,989,208,Mike Simmons,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 19,19.0,1361,304,Mike Simmons,1,FALSE,0.0033,FALSE
9th Congressional District,Northfield 20,20.0,1070,263,Mike Simmons,2,FALSE,0.0076,FALSE
9th Congressional District,Northfield 21,21.0,1581,388,Mike Simmons,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 23,23.0,860,184,Mike Simmons,1,FALSE,0.0054,FALSE
9th Congressional District,Northfield 24,24.0,1013,258,Mike Simmons,3,FALSE,0.0116,FALSE
9th Congressional District,Northfield 25,25.0,1034,212,Mike Simmons,1,FALSE,0.0047,FALSE
9th Congressional District,Northfield 27,27.0,1495,212,Mike Simmons,6,FALSE,0.0283,FALSE
9th Congressional District,Northfield 30,30.0,1082,315,Mike Simmons,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 31,31.0,1413,276,Mike Simmons,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 33,33.0,1078,54,Mike Simmons,1,FALSE,0.0185,FALSE
9th Congressional District,Northfield 35,35.0,1188,230,Mike Simmons,2,FALSE,0.0087,FALSE
9th Congressional District,Northfield 37,37.0,1254,385,Mike Simmons,1,FALSE,0.0026,FALSE
9th Congressional District,Northfield 38,38.0,903,205,Mike Simmons,4,FALSE,0.0195,FALSE
9th Congressional District,Northfield 39,39.0,702,124,Mike Simmons,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 41,41.0,909,261,Mike Simmons,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 42,42.0,1151,216,Mike Simmons,2,FALSE,0.0093,FALSE
9th Congressional District,Northfield 43,43.0,1183,5,Mike Simmons,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 44,44.0,811,205,Mike Simmons,2,FALSE,0.0098,FALSE
9th Congressional District,Northfield 45,45.0,837,182,Mike Simmons,3,FALSE,0.0165,FALSE
9th Congressional District,Northfield 48,48.0,1015,215,Mike Simmons,2,FALSE,0.0093,FALSE
9th Congressional District,Northfield 49,49.0,1157,157,Mike Simmons,1,FALSE,0.0064,FALSE
9th Congressional District,Northfield 51,51.0,3043,648,Mike Simmons,7,FALSE,0.0108,FALSE
9th Congressional District,Northfield 52,52.0,904,285,Mike Simmons,3,FALSE,0.0105,FALSE
9th Congressional District,Northfield 53,53.0,1073,275,Mike Simmons,1,FALSE,0.0036,FALSE
9th Congressional District,Northfield 56,56.0,1466,319,Mike Simmons,1,FALSE,0.0031,FALSE
9th Congressional District,Northfield 57,57.0,820,176,Mike Simmons,1,FALSE,0.0057,FALSE
9th Congressional District,Northfield Township Results,,41222,8691,Mike Simmons,70,FALSE,0.0081,FALSE
9th Congressional District,Northfield 4,4.0,1156,226,Bushra Amiwala,24,FALSE,0.1062,FALSE
9th Congressional District,Northfield 5,5.0,865,154,Bushra Amiwala,4,FALSE,0.026,FALSE
9th Congressional District,Northfield 6,6.0,1160,261,Bushra Amiwala,17,FALSE,0.0651,FALSE
9th Congressional District,Northfield 7,7.0,1578,389,Bushra Amiwala,5,FALSE,0.0129,FALSE
9th Congressional District,Northfield 8,8.0,1540,233,Bushra Amiwala,4,FALSE,0.0172,FALSE
9th Congressional District,Northfield 9,9.0,790,217,Bushra Amiwala,2,FALSE,0.0092,FALSE
9th Congressional District,Northfield 10,10.0,1036,201,Bushra Amiwala,12,FALSE,0.0597,FALSE
9th Congressional District,Northfield 12,12.0,1705,448,Bushra Amiwala,7,FALSE,0.0156,FALSE
9th Congressional District,Northfield 13,13.0,989,208,Bushra Amiwala,11,FALSE,0.0529,FALSE
9th Congressional District,Northfield 19,19.0,1361,304,Bushra Amiwala,7,FALSE,0.023,FALSE
9th Congressional District,Northfield 20,20.0,1070,263,Bushra Amiwala,2,FALSE,0.0076,FALSE
9th Congressional District,Northfield 21,21.0,1581,388,Bushra Amiwala,9,FALSE,0.0232,FALSE
9th Congressional District,Northfield 23,23.0,860,184,Bushra Amiwala,2,FALSE,0.0109,FALSE
9th Congressional District,Northfield 24,24.0,1013,258,Bushra Amiwala,8,FALSE,0.031,FALSE
9th Congressional District,Northfield 25,25.0,1034,212,Bushra Amiwala,4,FALSE,0.0189,FALSE
9th Congressional District,Northfield 27,27.0,1495,212,Bushra Amiwala,9,FALSE,0.0425,FALSE
9th Congressional District,Northfield 30,30.0,1082,315,Bushra Amiwala,2,FALSE,0.0063,FALSE
9th Congressional District,Northfield 31,31.0,1413,276,Bushra Amiwala,8,FALSE,0.029,FALSE
9th Congressional District,Northfield 33,33.0,1078,54,Bushra Amiwala,1,FALSE,0.0185,FALSE
9th Congressional District,Northfield 35,35.0,1188,230,Bushra Amiwala,6,FALSE,0.0261,FALSE
9th Congressional District,Northfield 37,37.0,1254,385,Bushra Amiwala,3,FALSE,0.0078,FALSE
9th Congressional District,Northfield 38,38.0,903,205,Bushra Amiwala,10,FALSE,0.0488,FALSE
9th Congressional District,Northfield 39,39.0,702,124,Bushra Amiwala,12,FALSE,0.0968,FALSE
9th Congressional District,Northfield 41,41.0,909,261,Bushra Amiwala,5,FALSE,0.0192,FALSE
9th Congressional District,Northfield 42,42.0,1151,216,Bushra Amiwala,8,FALSE,0.037,FALSE
9th Congressional District,Northfield 43,43.0,1183,5,Bushra Amiwala,1,FALSE,0.2,FALSE
9th Congressional District,Northfield 44,44.0,811,205,Bushra Amiwala,2,FALSE,0.0098,FALSE
9th Congressional District,Northfield 45,45.0,837,182,Bushra Amiwala,5,FALSE,0.0275,FALSE
9th Congressional District,Northfield 48,48.0,1015,215,Bushra Amiwala,5,FALSE,0.0233,FALSE
9th Congressional District,Northfield 49,49.0,1157,157,Bushra Amiwala,15,FALSE,0.0955,FALSE
9th Congressional District,Northfield 51,51.0,3043,648,Bushra Amiwala,8,FALSE,0.0123,FALSE
9th Congressional District,Northfield 52,52.0,904,285,Bushra Amiwala,3,FALSE,0.0105,FALSE
9th Congressional District,Northfield 53,53.0,1073,275,Bushra Amiwala,1,FALSE,0.0036,FALSE
9th Congressional District,Northfield 56,56.0,1466,319,Bushra Amiwala,16,FALSE,0.0502,FALSE
9th Congressional District,Northfield 57,57.0,820,176,Bushra Amiwala,6,FALSE,0.0341,FALSE
9th Congressional District,Northfield Township Results,,41222,8691,Bushra Amiwala,244,FALSE,0.0281,FALSE
9th Congressional District,Northfield 4,4.0,1156,226,Patricia A. Brown,2,FALSE,0.0088,FALSE
9th Congressional District,Northfield 5,5.0,865,154,Patricia A. Brown,1,FALSE,0.0065,FALSE
9th Congressional District,Northfield 6,6.0,1160,261,Patricia A. Brown,1,FALSE,0.0038,FALSE
9th Congressional District,Northfield 7,7.0,1578,389,Patricia A. Brown,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 8,8.0,1540,233,Patricia A. Brown,3,FALSE,0.0129,FALSE
9th Congressional District,Northfield 9,9.0,790,217,Patricia A. Brown,1,FALSE,0.0046,FALSE
9th Congressional District,Northfield 10,10.0,1036,201,Patricia A. Brown,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 12,12.0,1705,448,Patricia A. Brown,2,FALSE,0.0045,FALSE
9th Congressional District,Northfield 13,13.0,989,208,Patricia A. Brown,4,FALSE,0.0192,FALSE
9th Congressional District,Northfield 19,19.0,1361,304,Patricia A. Brown,1,FALSE,0.0033,FALSE
9th Congressional District,Northfield 20,20.0,1070,263,Patricia A. Brown,4,FALSE,0.0152,FALSE
9th Congressional District,Northfield 21,21.0,1581,388,Patricia A. Brown,2,FALSE,0.0052,FALSE
9th Congressional District,Northfield 23,23.0,860,184,Patricia A. Brown,1,FALSE,0.0054,FALSE
9th Congressional District,Northfield 24,24.0,1013,258,Patricia A. Brown,3,FALSE,0.0116,FALSE
9th Congressional District,Northfield 25,25.0,1034,212,Patricia A. Brown,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 27,27.0,1495,212,Patricia A. Brown,4,FALSE,0.0189,FALSE
9th Congressional District,Northfield 30,30.0,1082,315,Patricia A. Brown,1,FALSE,0.0032,FALSE
9th Congressional District,Northfield 31,31.0,1413,276,Patricia A. Brown,1,FALSE,0.0036,FALSE
9th Congressional District,Northfield 33,33.0,1078,54,Patricia A. Brown,3,FALSE,0.0556,FALSE
9th Congressional District,Northfield 35,35.0,1188,230,Patricia A. Brown,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 37,37.0,1254,385,Patricia A. Brown,3,FALSE,0.0078,FALSE
9th Congressional District,Northfield 38,38.0,903,205,Patricia A. Brown,1,FALSE,0.0049,FALSE
9th Congressional District,Northfield 39,39.0,702,124,Patricia A. Brown,1,FALSE,0.0081,FALSE
9th Congressional District,Northfield 41,41.0,909,261,Patricia A. Brown,1,FALSE,0.0038,FALSE
9th Congressional District,Northfield 42,42.0,1151,216,Patricia A. Brown,1,FALSE,0.0046,FALSE
9th Congressional District,Northfield 43,43.0,1183,5,Patricia A. Brown,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 44,44.0,811,205,Patricia A. Brown,1,FALSE,0.0049,FALSE
9th Congressional District,Northfield 45,45.0,837,182,Patricia A. Brown,3,FALSE,0.0165,FALSE
9th Congressional District,Northfield 48,48.0,1015,215,Patricia A. Brown,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 49,49.0,1157,157,Patricia A. Brown,1,FALSE,0.0064,FALSE
9th Congressional District,Northfield 51,51.0,3043,648,Patricia A. Brown,2,FALSE,0.0031,FALSE
9th Congressional District,Northfield 52,52.0,904,285,Patricia A. Brown,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 53,53.0,1073,275,Patricia A. Brown,1,FALSE,0.0036,FALSE
9th Congressional District,Northfield 56,56.0,1466,319,Patricia A. Brown,2,FALSE,0.0063,FALSE
9th Congressional District,Northfield 57,57.0,820,176,Patricia A. Brown,6,FALSE,0.0341,FALSE
9th Congressional District,Northfield Township Results,,41222,8691,Patricia A. Brown,57,FALSE,0.0066,FALSE
9th Congressional District,Northfield 4,4.0,1156,226,Jeff Cohen,5,FALSE,0.0221,FALSE
9th Congressional District,Northfield 5,5.0,865,154,Jeff Cohen,1,FALSE,0.0065,FALSE
9th Congressional District,Northfield 6,6.0,1160,261,Jeff Cohen,2,FALSE,0.0077,FALSE
9th Congressional District,Northfield 7,7.0,1578,389,Jeff Cohen,4,FALSE,0.0103,FALSE
9th Congressional District,Northfield 8,8.0,1540,233,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 9,9.0,790,217,Jeff Cohen,1,FALSE,0.0046,FALSE
9th Congressional District,Northfield 10,10.0,1036,201,Jeff Cohen,4,FALSE,0.0199,FALSE
9th Congressional District,Northfield 12,12.0,1705,448,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 13,13.0,989,208,Jeff Cohen,1,FALSE,0.0048,FALSE
9th Congressional District,Northfield 19,19.0,1361,304,Jeff Cohen,1,FALSE,0.0033,FALSE
9th Congressional District,Northfield 20,20.0,1070,263,Jeff Cohen,4,FALSE,0.0152,FALSE
9th Congressional District,Northfield 21,21.0,1581,388,Jeff Cohen,1,FALSE,0.0026,FALSE
9th Congressional District,Northfield 23,23.0,860,184,Jeff Cohen,1,FALSE,0.0054,FALSE
9th Congressional District,Northfield 24,24.0,1013,258,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 25,25.0,1034,212,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 27,27.0,1495,212,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 30,30.0,1082,315,Jeff Cohen,1,FALSE,0.0032,FALSE
9th Congressional District,Northfield 31,31.0,1413,276,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 33,33.0,1078,54,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 35,35.0,1188,230,Jeff Cohen,2,FALSE,0.0087,FALSE
9th Congressional District,Northfield 37,37.0,1254,385,Jeff Cohen,2,FALSE,0.0052,FALSE
9th Congressional District,Northfield 38,38.0,903,205,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 39,39.0,702,124,Jeff Cohen,4,FALSE,0.0323,FALSE
9th Congressional District,Northfield 41,41.0,909,261,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 42,42.0,1151,216,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 43,43.0,1183,5,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 44,44.0,811,205,Jeff Cohen,1,FALSE,0.0049,FALSE
9th Congressional District,Northfield 45,45.0,837,182,Jeff Cohen,1,FALSE,0.0055,FALSE
9th Congressional District,Northfield 48,48.0,1015,215,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 49,49.0,1157,157,Jeff Cohen,1,FALSE,0.0064,FALSE
9th Congressional District,Northfield 51,51.0,3043,648,Jeff Cohen,8,FALSE,0.0123,FALSE
9th Congressional District,Northfield 52,52.0,904,285,Jeff Cohen,1,FALSE,0.0035,FALSE
9th Congressional District,Northfield 53,53.0,1073,275,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 56,56.0,1466,319,Jeff Cohen,2,FALSE,0.0063,FALSE
9th Congressional District,Northfield 57,57.0,820,176,Jeff Cohen,0,FALSE,0.0,FALSE
9th Congressional District,Northfield Township Results,,41222,8691,Jeff Cohen,48,FALSE,0.0055,FALSE
9th Congressional District,Northfield 4,4.0,1156,226,Laura Fine,83,TRUE,0.3673,FALSE
9th Congressional District,Northfield 5,5.0,865,154,Laura Fine,51,TRUE,0.3312,FALSE
9th Congressional District,Northfield 6,6.0,1160,261,Laura Fine,92,TRUE,0.3525,FALSE
9th Congressional District,Northfield 7,7.0,1578,389,Laura Fine,186,TRUE,0.4781,FALSE
9th Congressional District,Northfield 8,8.0,1540,233,Laura Fine,86,TRUE,0.3691,FALSE
9th Congressional District,Northfield 9,9.0,790,217,Laura Fine,56,TRUE,0.2581,FALSE
9th Congressional District,Northfield 10,10.0,1036,201,Laura Fine,70,TRUE,0.3483,FALSE
9th Congressional District,Northfield 12,12.0,1705,448,Laura Fine,180,TRUE,0.4018,FALSE
9th Congressional District,Northfield 13,13.0,989,208,Laura Fine,108,TRUE,0.5192,FALSE
9th Congressional District,Northfield 19,19.0,1361,304,Laura Fine,140,TRUE,0.4605,FALSE
9th Congressional District,Northfield 20,20.0,1070,263,Laura Fine,118,TRUE,0.4487,FALSE
9th Congressional District,Northfield 21,21.0,1581,388,Laura Fine,161,TRUE,0.4149,FALSE
9th Congressional District,Northfield 23,23.0,860,184,Laura Fine,54,TRUE,0.2935,FALSE
9th Congressional District,Northfield 24,24.0,1013,258,Laura Fine,104,TRUE,0.4031,FALSE
9th Congressional District,Northfield 25,25.0,1034,212,Laura Fine,100,TRUE,0.4717,FALSE
9th Congressional District,Northfield 27,27.0,1495,212,Laura Fine,85,TRUE,0.4009,FALSE
9th Congressional District,Northfield 30,30.0,1082,315,Laura Fine,116,TRUE,0.3683,FALSE
9th Congressional District,Northfield 31,31.0,1413,276,Laura Fine,99,TRUE,0.3587,FALSE
9th Congressional District,Northfield 33,33.0,1078,54,Laura Fine,10,TRUE,0.1852,FALSE
9th Congressional District,Northfield 35,35.0,1188,230,Laura Fine,79,TRUE,0.3435,FALSE
9th Congressional District,Northfield 37,37.0,1254,385,Laura Fine,85,TRUE,0.2208,FALSE
9th Congressional District,Northfield 38,38.0,903,205,Laura Fine,85,TRUE,0.4146,FALSE
9th Congressional District,Northfield 39,39.0,702,124,Laura Fine,44,TRUE,0.3548,FALSE
9th Congressional District,Northfield 41,41.0,909,261,Laura Fine,160,TRUE,0.613,FALSE
9th Congressional District,Northfield 42,42.0,1151,216,Laura Fine,102,TRUE,0.4722,FALSE
9th Congressional District,Northfield 43,43.0,1183,5,Laura Fine,1,TRUE,0.2,FALSE
9th Congressional District,Northfield 44,44.0,811,205,Laura Fine,90,TRUE,0.439,FALSE
9th Congressional District,Northfield 45,45.0,837,182,Laura Fine,84,TRUE,0.4615,FALSE
9th Congressional District,Northfield 48,48.0,1015,215,Laura Fine,114,TRUE,0.5302,FALSE
9th Congressional District,Northfield 49,49.0,1157,157,Laura Fine,64,TRUE,0.4076,FALSE
9th Congressional District,Northfield 51,51.0,3043,648,Laura Fine,326,TRUE,0.5031,FALSE
9th Congressional District,Northfield 52,52.0,904,285,Laura Fine,149,TRUE,0.5228,FALSE
9th Congressional District,Northfield 53,53.0,1073,275,Laura Fine,174,TRUE,0.6327,FALSE
9th Congressional District,Northfield 56,56.0,1466,319,Laura Fine,129,TRUE,0.4044,FALSE
9th Congressional District,Northfield 57,57.0,820,176,Laura Fine,79,TRUE,0.4489,FALSE
9th Congressional District,Northfield Township Results,,41222,8691,Laura Fine,3664,TRUE,0.4216,FALSE
9th Congressional District,Northfield 4,4.0,1156,226,Phil Andrew,8,FALSE,0.0354,FALSE
9th Congressional District,Northfield 5,5.0,865,154,Phil Andrew,9,FALSE,0.0584,FALSE
9th Congressional District,Northfield 6,6.0,1160,261,Phil Andrew,55,FALSE,0.2107,FALSE
9th Congressional District,Northfield 7,7.0,1578,389,Phil Andrew,31,FALSE,0.0797,FALSE
9th Congressional District,Northfield 8,8.0,1540,233,Phil Andrew,43,FALSE,0.1845,FALSE
9th Congressional District,Northfield 9,9.0,790,217,Phil Andrew,70,FALSE,0.3226,FALSE
9th Congressional District,Northfield 10,10.0,1036,201,Phil Andrew,16,FALSE,0.0796,FALSE
9th Congressional District,Northfield 12,12.0,1705,448,Phil Andrew,63,FALSE,0.1406,FALSE
9th Congressional District,Northfield 13,13.0,989,208,Phil Andrew,4,FALSE,0.0192,FALSE
9th Congressional District,Northfield 19,19.0,1361,304,Phil Andrew,40,FALSE,0.1316,FALSE
9th Congressional District,Northfield 20,20.0,1070,263,Phil Andrew,18,FALSE,0.0684,FALSE
9th Congressional District,Northfield 21,21.0,1581,388,Phil Andrew,54,FALSE,0.1392,FALSE
9th Congressional District,Northfield 23,23.0,860,184,Phil Andrew,51,FALSE,0.2772,FALSE
9th Congressional District,Northfield 24,24.0,1013,258,Phil Andrew,23,FALSE,0.0891,FALSE
9th Congressional District,Northfield 25,25.0,1034,212,Phil Andrew,20,FALSE,0.0943,FALSE
9th Congressional District,Northfield 27,27.0,1495,212,Phil Andrew,11,FALSE,0.0519,FALSE
9th Congressional District,Northfield 30,30.0,1082,315,Phil Andrew,58,FALSE,0.1841,FALSE
9th Congressional District,Northfield 31,31.0,1413,276,Phil Andrew,31,FALSE,0.1123,FALSE
9th Congressional District,Northfield 33,33.0,1078,54,Phil Andrew,5,FALSE,0.0926,FALSE
9th Congressional District,Northfield 35,35.0,1188,230,Phil Andrew,41,FALSE,0.1783,FALSE
9th Congressional District,Northfield 37,37.0,1254,385,Phil Andrew,92,FALSE,0.239,FALSE
9th Congressional District,Northfield 38,38.0,903,205,Phil Andrew,16,FALSE,0.078,FALSE
9th Congressional District,Northfield 39,39.0,702,124,Phil Andrew,7,FALSE,0.0565,FALSE
9th Congressional District,Northfield 41,41.0,909,261,Phil Andrew,16,FALSE,0.0613,FALSE
9th Congressional District,Northfield 42,42.0,1151,216,Phil Andrew,15,FALSE,0.0694,FALSE
9th Congressional District,Northfield 43,43.0,1183,5,Phil Andrew,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 44,44.0,811,205,Phil Andrew,14,FALSE,0.0683,FALSE
9th Congressional District,Northfield 45,45.0,837,182,Phil Andrew,19,FALSE,0.1044,FALSE
9th Congressional District,Northfield 48,48.0,1015,215,Phil Andrew,8,FALSE,0.0372,FALSE
9th Congressional District,Northfield 49,49.0,1157,157,Phil Andrew,5,FALSE,0.0318,FALSE
9th Congressional District,Northfield 51,51.0,3043,648,Phil Andrew,63,FALSE,0.0972,FALSE
9th Congressional District,Northfield 52,52.0,904,285,Phil Andrew,32,FALSE,0.1123,FALSE
9th Congressional District,Northfield 53,53.0,1073,275,Phil Andrew,8,FALSE,0.0291,FALSE
9th Congressional District,Northfield 56,56.0,1466,319,Phil Andrew,29,FALSE,0.0909,FALSE
9th Congressional District,Northfield 57,57.0,820,176,Phil Andrew,11,FALSE,0.0625,FALSE
9th Congressional District,Northfield Township Results,,41222,8691,Phil Andrew,986,FALSE,0.1135,FALSE
9th Congressional District,Northfield 4,4.0,1156,226,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 5,5.0,865,154,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 6,6.0,1160,261,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 7,7.0,1578,389,Nick Pyati,1,FALSE,0.0026,FALSE
9th Congressional District,Northfield 8,8.0,1540,233,Nick Pyati,1,FALSE,0.0043,FALSE
9th Congressional District,Northfield 9,9.0,790,217,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 10,10.0,1036,201,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 12,12.0,1705,448,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 13,13.0,989,208,Nick Pyati,1,FALSE,0.0048,FALSE
9th Congressional District,Northfield 19,19.0,1361,304,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 20,20.0,1070,263,Nick Pyati,1,FALSE,0.0038,FALSE
9th Congressional District,Northfield 21,21.0,1581,388,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 23,23.0,860,184,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 24,24.0,1013,258,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 25,25.0,1034,212,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 27,27.0,1495,212,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 30,30.0,1082,315,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 31,31.0,1413,276,Nick Pyati,1,FALSE,0.0036,FALSE
9th Congressional District,Northfield 33,33.0,1078,54,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 35,35.0,1188,230,Nick Pyati,1,FALSE,0.0043,FALSE
9th Congressional District,Northfield 37,37.0,1254,385,Nick Pyati,8,FALSE,0.0208,FALSE
9th Congressional District,Northfield 38,38.0,903,205,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 39,39.0,702,124,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 41,41.0,909,261,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 42,42.0,1151,216,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 43,43.0,1183,5,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 44,44.0,811,205,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 45,45.0,837,182,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 48,48.0,1015,215,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 49,49.0,1157,157,Nick Pyati,1,FALSE,0.0064,FALSE
9th Congressional District,Northfield 51,51.0,3043,648,Nick Pyati,1,FALSE,0.0015,FALSE
9th Congressional District,Northfield 52,52.0,904,285,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 53,53.0,1073,275,Nick Pyati,1,FALSE,0.0036,FALSE
9th Congressional District,Northfield 56,56.0,1466,319,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield 57,57.0,820,176,Nick Pyati,0,FALSE,0.0,FALSE
9th Congressional District,Northfield Township Results,,41222,8691,Nick Pyati,17,FALSE,0.002,FALSE
9th Congressional District,Northfield 4,4.0,1156,226,Kat Abughazaleh,39,FALSE,0.1726,FALSE
9th Congressional District,Northfield 5,5.0,865,154,Kat Abughazaleh,26,FALSE,0.1688,FALSE
9th Congressional District,Northfield 6,6.0,1160,261,Kat Abughazaleh,17,FALSE,0.0651,FALSE
9th Congressional District,Northfield 7,7.0,1578,389,Kat Abughazaleh,34,FALSE,0.0874,FALSE
9th Congressional District,Northfield 8,8.0,1540,233,Kat Abughazaleh,11,FALSE,0.0472,FALSE
9th Congressional District,Northfield 9,9.0,790,217,Kat Abughazaleh,17,FALSE,0.0783,FALSE
9th Congressional District,Northfield 10,10.0,1036,201,Kat Abughazaleh,30,FALSE,0.1493,FALSE
9th Congressional District,Northfield 12,12.0,1705,448,Kat Abughazaleh,50,FALSE,0.1116,FALSE
9th Congressional District,Northfield 13,13.0,989,208,Kat Abughazaleh,26,FALSE,0.125,FALSE
9th Congressional District,Northfield 19,19.0,1361,304,Kat Abughazaleh,29,FALSE,0.0954,FALSE
9th Congressional District,Northfield 20,20.0,1070,263,Kat Abughazaleh,19,FALSE,0.0722,FALSE
